Supplementary Data 1: CCLE cell lines profiled and radiation sensitivity data,,,,,,,
Master_ccl_id,Cell Line,Site,Histology,Subhistology,Culture_media,Snp_fp_status,AUC
155431,NCIH1623,lung,carcinoma,adenocarcinoma,RPMI001,SNP-matched-reference,3.81
155434,NCIH1650,lung,carcinoma,bronchioloalveolar_adenocarcinoma,RPMI001,SNP-matched-reference,1.629
155435,NCIH1651,lung,carcinoma,adenocarcinoma,RPMI001,SNP-matched-reference,1.625
127983,NCIH1666,lung,carcinoma,bronchioloalveolar_adenocarcinoma,RPMI005,SNP-unconfirmed,4.38
155441,NCIH1703,lung,carcinoma,adenocarcinoma,RPMI001,SNP-matched-reference,2.432
127984,NCIH1755,lung,carcinoma,adenocarcinoma,RPMI001,SNP-not-tested,3.907
155448,NCIH1781,lung,carcinoma,bronchioloalveolar_adenocarcinoma,RPMI001,SNP-not-tested,1.031
155450,NCIH1792,lung,carcinoma,adenocarcinoma,RPMI001,SNP-matched-reference,3.144
155451,NCIH1793,lung,carcinoma,non_small_cell_carcinoma,DMEMF12002,SNP-matched-reference,4.226
155455,NCIH1838,lung,carcinoma,non_small_cell_carcinoma,RPMI001,SNP-not-tested,2.418
155456,NCIH1869,lung,carcinoma,squamous_cell_carcinoma,RPMI001,SNP-matched-reference,5.517
155463,NCIH1915,lung,carcinoma,large_cell_carcinoma,RPMI011,SNP-matched-reference,2.841
155467,NCIH1944,lung,carcinoma,non_small_cell_carcinoma,RPMI001,SNP-matched-reference,2.116
155294,NCIH196,lung,carcinoma,small_cell_carcinoma,RPMI001,SNP-not-tested,3.805
127985,NCIH1975,lung,carcinoma,non_small_cell_carcinoma,RPMI001,SNP-matched-reference,2.497
155480,NCIH2030,lung,carcinoma,non_small_cell_carcinoma,RPMI001,SNP-matched-reference,2.594
155481,NCIH2052,pleura,mesothelioma,NS,RPMI001,SNP-not-tested,2.614
127988,NCIH2087,lung,carcinoma,adenocarcinoma,RPMI005,SNP-matched-reference,3.308
155295,NCIH211,lung,carcinoma,small_cell_carcinoma,RPMI001,SNP-matched-reference,0.697
155493,NCIH2110,lung,carcinoma,non_small_cell_carcinoma,RPMI001,SNP-matched-reference,3.542
127990,NCIH2122,lung,carcinoma,adenocarcinoma,RPMI001,SNP-matched-reference,1.513
155498,NCIH2170,lung,carcinoma,squamous_cell_carcinoma,RPMI001,SNP-matched-reference,2.11
155502,NCIH2196,lung,carcinoma,small_cell_carcinoma,DMEMF12002,SNP-matched-reference,4.211
155505,NCIH2228,lung,carcinoma,adenocarcinoma,RPMI001,SNP-not-tested,2.965
155297,NCIH226,lung,carcinoma,squamous_cell_carcinoma,RPMI007,SNP-matched-reference,3.522
155510,NCIH2286,lung,carcinoma,small_cell_carcinoma,RPMI001,SNP-matched-reference,2
155511,NCIH2291,lung,carcinoma,adenocarcinoma,RPMI001,SNP-matched-reference,3.693
127991,NCIH23,lung,carcinoma,non_small_cell_carcinoma,RPMI001,SNP-matched-reference,0.937
155513,NCIH2342,lung,carcinoma,adenocarcinoma,RPMI004,SNP-matched-reference,3.961
155518,NCIH2405,lung,carcinoma,adenocarcinoma,RPMI001,SNP-matched-reference,3.342
155520,NCIH2452,pleura,mesothelioma,NS,RPMI001,SNP-matched-reference,3.095
290,NCIH292,lung,carcinoma,mucoepidermoid_carcinoma,RPMI001,SNP-matched-reference,5.281
155305,NCIH322,lung,carcinoma,adenocarcinoma,RPMI007,SNP-matched-reference,4.875
127997,NCIH358,lung,carcinoma,bronchioloalveolar_adenocarcinoma,RPMI001,SNP-matched-reference,2.386
128000,NCIH446,lung,carcinoma,small_cell_carcinoma,RPMI001,SNP-matched-reference,1.021
128003,NCIH508,large_intestine,carcinoma,adenocarcinoma,RPMI001,SNP-matched-reference,4.146
155324,NCIH520,lung,carcinoma,squamous_cell_carcinoma,RPMI001,SNP-matched-reference,2.144
155325,NCIH522,lung,carcinoma,non_small_cell_carcinoma,RPMI001,SNP-matched-reference,2.671
155340,NCIH650,lung,carcinoma,bronchioloalveolar_adenocarcinoma,RPMI001,SNP-matched-reference,4.615
128005,NCIH661,lung,carcinoma,large_cell_carcinoma,RPMI005,SNP-matched-reference,4.679
128006,NCIH69,lung,carcinoma,small_cell_carcinoma,RPMI001,SNP-matched-reference,2.184
155352,NCIH727,lung,carcinoid-endocrine_tumour,NS,RPMI001,SNP-matched-reference,4.457
155356,NCIH747,large_intestine,carcinoma,adenocarcinoma,RPMI001,SNP-matched-reference,3.163
155362,NCIH810,lung,carcinoma,large_cell_carcinoma,RPMI001,SNP-matched-reference,1.259
155365,NCIH838,lung,carcinoma,non_small_cell_carcinoma,DMEMF12002,SNP-matched-reference,3.626
155366,NCIH841,lung,carcinoma,small_cell_carcinoma,RPMI001,SNP-matched-reference,2.296
134841,NCIN87,stomach,carcinoma,NS,RPMI001,SNP-matched-reference,2.051
135853,NIHOVCAR3,ovary,carcinoma,NS,RPMI001,SNP-matched-reference,2.53
877,NUGC3,stomach,carcinoma,NS,RPMI001,SNP-matched-reference,2.123
878,NUGC4,stomach,carcinoma,signet_ring_adenocarcinoma,RPMI001,SNP-matched-reference,2.866
880,OAW42,ovary,carcinoma,NS,DMEM007,SNP-matched-reference,3.581
881,OC314,ovary,carcinoma,serous_carcinoma,RPMI005,SNP-matched-reference,1.695
893,OCUM1,stomach,carcinoma,diffuse_adenocarcinoma,DMEM010,SNP-matched-reference,3.507
894,OE19,oesophagus,carcinoma,adenocarcinoma,RPMI001,SNP-matched-reference,3.543
895,OE21,oesophagus,carcinoma,squamous_cell_carcinoma,RPMI001,SNP-matched-reference,2.837
896,OE33,oesophagus,other,metaplasia,RPMI001,SNP-matched-reference,1.532
898,ONCODG1,ovary,carcinoma,adenocarcinoma,RPMI001,SNP-matched-reference,3.195
899,ONS76,central_nervous_system,primitive_neuroectodermal_tumour-medulloblastoma,NS,RPMI001,SNP-matched-reference,3.557
902,OSRC2,kidney,carcinoma,renal_cell_carcinoma,RPMI001,SNP-matched-reference,4.416
905,OV56,ovary,carcinoma,NS,DMEMF12005,SNP-matched-reference,2.837
906,OV7,ovary,carcinoma,NS,DMEMF12007,SNP-matched-reference,3.622
907,OV90,ovary,carcinoma,mixed_carcinoma,MCDB001,SNP-matched-reference,3.02
908,OVCAR4,ovary,carcinoma,NS,RPMI001,SNP-matched-reference,1.476
909,OVCAR5,ovary,carcinoma,adenocarcinoma,RPMI005,SNP-unconfirmed,2.63
910,OVCAR8,ovary,carcinoma,NS,RPMI001,SNP-matched-reference,2.5
911,OVISE,ovary,carcinoma,clear_cell_carcinoma,RPMI001,SNP-matched-reference,3.454
912,OVK18,ovary,carcinoma,endometrioid_carcinoma,MEM001,SNP-matched-reference,1.211
913,OVKATE,ovary,carcinoma,adenocarcinoma,RPMI001,SNP-not-tested,0.697
914,OVMANA,ovary,carcinoma,clear_cell_carcinoma,RPMI001,SNP-not-tested,3.809
915,OVSAHO,ovary,carcinoma,adenocarcinoma,RPMI001,SNP-matched-reference,4.032
916,OVTOKO,ovary,carcinoma,clear_cell_carcinoma,RPMI001,SNP-matched-reference,3.265
920,PANC0203,pancreas,carcinoma,NS,RPMI009,SNP-matched-reference,3.528
922,PANC0327,pancreas,carcinoma,ductal_carcinoma,RPMI009,SNP-matched-reference,2.751
923,PANC0403,pancreas,carcinoma,NS,RPMI009,SNP-matched-reference,3.282
924,PANC0504,pancreas,carcinoma,NS,RPMI001,SNP-matched-reference,5.158
925,PANC0813,pancreas,carcinoma,ductal_carcinoma,RPMI020,SNP-matched-reference,3.144
927,PANC1005,pancreas,carcinoma,ductal_carcinoma,RPMI006,SNP-matched-reference,3.616
928,PATU8902,pancreas,carcinoma,ductal_carcinoma,DMEM001,SNP-matched-reference,3.639
929,PATU8988S,pancreas,carcinoma,ductal_carcinoma,DMEM005,SNP-matched-reference,4.353
930,PATU8988T,pancreas,carcinoma,ductal_carcinoma,DMEM001,SNP-matched-reference,4.515
931,PC14,lung,carcinoma,non_small_cell_carcinoma,RPMI001,SNP-matched-reference,2.147
932,PC3,prostate,carcinoma,adenocarcinoma,F12K001,SNP-matched-reference,2.41
935,PECAPJ15,upper_aerodigestive_tract,carcinoma,squamous_cell_carcinoma,IMDM005,SNP-matched-reference,2.605
937,PECAPJ34CLONEC12,upper_aerodigestive_tract,carcinoma,squamous_cell_carcinoma,IMDM005,SNP-matched-reference,2.428
940,PECAPJ49,upper_aerodigestive_tract,carcinoma,squamous_cell_carcinoma,IMDM002,SNP-matched-reference,2.81
944,PK1,pancreas,carcinoma,NS,RPMI001,SNP-matched-reference,4.005
945,PK45H,pancreas,carcinoma,NS,RPMI001,SNP-matched-reference,5.304
946,PK59,pancreas,carcinoma,NS,RPMI001,SNP-matched-reference,2.328
950,PLCPRF5,liver,carcinoma,hepatocellular_carcinoma,EMEM001,SNP-matched-reference,4.385
952,PSN1,pancreas,carcinoma,ductal_carcinoma,RPMI007,SNP-matched-reference,1.519
954,QGP1,pancreas,carcinoma,NS,RPMI001,SNP-matched-reference,2.922
956,RCC10RGB,kidney,carcinoma,renal_cell_carcinoma,DMEM001,SNP-matched-reference,5.663
960,RCM1,large_intestine,carcinoma,adenocarcinoma,RPMIF12001,SNP-matched-reference,3.637
961,RD,soft_tissue,rhabdomyosarcoma,embryonal,DMEM001,SNP-matched-reference,2.375
967,RERFLCAD1,lung,carcinoma,adenocarcinoma,RPMI001,SNP-not-tested,4.258
968,RERFLCAD2,lung,carcinoma,adenocarcinoma,RPMI001,SNP-matched-reference,3.905
969,RERFLCAI,lung,carcinoma,squamous_cell_carcinoma,EMEM001,SNP-matched-reference,2.39
971,RERFLCMS,lung,carcinoma,non_small_cell_carcinoma,EMEM001,SNP-matched-reference,3.502
973,RH18,soft_tissue,rhabdomyosarcoma,alveolar,RPMI003,SNP-matched-reference,2.267
975,RH30,soft_tissue,rhabdomyosarcoma,alveolar,RPMI001,SNP-matched-reference,1.616
976,RH41,soft_tissue,rhabdomyosarcoma,alveolar,RPMI001,SNP-matched-reference,0.841
979,RKO,large_intestine,carcinoma,adenocarcinoma,MEM001,SNP-matched-reference,3.153
981,RL952,endometrium,carcinoma,mixed_adenosquamous_carcinoma,RPMI001,SNP-matched-reference,1.221
985,RMUGS,ovary,carcinoma,adenocarcinoma,RPMI001,SNP-not-tested,4.607
997,RT112,urinary_tract,carcinoma,transitional_cell_carcinoma,RPMI001,SNP-matched-reference,3.038
999,RT4,urinary_tract,carcinoma,transitional_cell_carcinoma,MCCOYS5A001,SNP-matched-reference,2.935
1000,RVH421,skin,malignant_melanoma,NS,RPMI001,SNP-matched-reference,3.562
1004,SAOS2,bone,osteosarcoma,NS,MCCOYS5A003,SNP-unconfirmed,1.393
1006,SCABER,urinary_tract,carcinoma,transitional_cell_carcinoma,EMEM003,SNP-matched-reference,1.883
1008,SCC25,upper_aerodigestive_tract,carcinoma,squamous_cell_carcinoma,DMEMF12005,SNP-unconfirmed,2.113
1010,SCC9,upper_aerodigestive_tract,carcinoma,squamous_cell_carcinoma,DMEMF12005,SNP-not-tested,2.42
1015,SF126,central_nervous_system,glioma,astrocytoma,EMEM001,SNP-matched-reference,3.149
1017,SF268,central_nervous_system,glioma,astrocytoma_Grade_IV,RPMI001,SNP-not-tested,2.675
1018,SF295,central_nervous_system,glioma,astrocytoma_Grade_IV,RPMI001,SNP-matched-reference,2.425
1019,SF539,central_nervous_system,glioma,astrocytoma_Grade_IV,RPMI005,SNP-matched-reference,3.391
1024,SH10TC,stomach,carcinoma,NS,RPMI001,SNP-matched-reference,3.496
1026,SHP77,lung,carcinoma,small_cell_carcinoma,RPMI001,SNP-matched-reference,2.943
1032,SJSA1,bone,osteosarcoma,NS,RPMI001,SNP-matched-reference,2.618
1033,SKBR3,breast,carcinoma,NS,MCCOYS5A001,SNP-matched-reference,3.321
1034,SKCO1,large_intestine,carcinoma,adenocarcinoma,EMEM001,SNP-matched-reference,1.607
1035,SKES1,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,MCCOYS5A003,SNP-matched-reference,1.844
1036,SKHEP1,liver,carcinoma,adenocarcinoma,EMEM001,SNP-matched-reference,2.514
1037,SKLMS1,soft_tissue,sarcoma,NS,EMEM001,SNP-unconfirmed,2.406
1038,SKLU1,lung,carcinoma,adenocarcinoma,MEM001,SNP-matched-reference,3.607
1041,SKMEL2,skin,malignant_melanoma,NS,EMEM001,SNP-not-tested,1.946
1042,SKMEL24,skin,malignant_melanoma,NS,EMEM003,SNP-matched-reference,3.245
1043,SKMEL28,skin,malignant_melanoma,NS,EMEM001,SNP-not-tested,5.702
1044,SKMEL3,skin,malignant_melanoma,NS,MCCOYS5A003,SNP-unconfirmed,4.341
1045,SKMEL30,skin,malignant_melanoma,NS,RPMI001,SNP-matched-reference,3.933
1047,SKMEL5,skin,malignant_melanoma,NS,EMEM001,SNP-matched-reference,3.73
1048,SKMES1,lung,carcinoma,squamous_cell_carcinoma,DMEM001,SNP-matched-reference,2.67
1051,SKNAS,autonomic_ganglia,neuroblastoma,NS,DMEM012,SNP-matched-reference,3.789
1055,SKNFI,autonomic_ganglia,neuroblastoma,NS,DMEM012,SNP-matched-reference,3.41
1056,SKNMC,bone,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,EMEM001,SNP-matched-reference,2.09
1058,SKNSH,autonomic_ganglia,neuroblastoma,NS,EMEM001,SNP-matched-reference,1.661
1059,SKOV3,ovary,carcinoma,adenocarcinoma,MCCOYS5A001,SNP-matched-reference,3.639
1063,SKUT1,soft_tissue,leiomyosarcoma,NS,EMEM001,SNP-matched-reference,1.757
1073,SNB75,central_nervous_system,glioma,astrocytoma_Grade_IV,RPMI005,SNP-matched-reference,3.812
1074,SNGM,endometrium,carcinoma,adenocarcinoma,HAMSF12002,SNP-matched-reference,1.183
1076,SNU1033,large_intestine,carcinoma,NS,RPMI001,SNP-matched-reference,5.261
1078,SNU1041,upper_aerodigestive_tract,carcinoma,NS,RPMI001,SNP-unconfirmed,2.856
1079,SNU1066,upper_aerodigestive_tract,carcinoma,squamous_cell_carcinoma,RPMI001,SNP-unconfirmed,2.234
1081,SNU1077,endometrium,carcinoma,carcinosarcoma-malignant_mesodermal_mixed_tumour,RPMI001,SNP-matched-reference,3.255
1083,SNU1105,central_nervous_system,glioma,astrocytoma_Grade_IV,RPMI001,SNP-matched-reference,4.989
1084,SNU119,ovary,carcinoma,adenocarcinoma,RPMI001,SNP-matched-reference,2.433
1085,SNU1196,biliary_tract,carcinoma,NS,RPMI001,SNP-matched-reference,2.349
1087,SNU1214,upper_aerodigestive_tract,carcinoma,squamous_cell_carcinoma,RPMI001,SNP-matched-reference,2.612
1088,SNU1272,kidney,carcinoma,clear_cell_renal_cell_carcinoma,RPMI001,SNP-matched-reference,4.638
1090,SNU175,large_intestine,carcinoma,NS,RPMI001,SNP-matched-reference,2.192
1091,SNU182,liver,carcinoma,hepatocellular_carcinoma,RPMI001,SNP-matched-reference,3.65
1094,SNU216,stomach,carcinoma,NS,RPMI001,SNP-matched-reference,2.324
1095,SNU245,biliary_tract,carcinoma,NS,RPMI001,SNP-matched-reference,4.145
1096,SNU283,large_intestine,carcinoma,NS,RPMI001,SNP-not-tested,3.176
1097,SNU308,biliary_tract,carcinoma,NS,RPMI001,SNP-matched-reference,5.418
1100,SNU387,liver,carcinoma,hepatocellular_carcinoma,RPMI001,SNP-matched-reference,3.525
1101,SNU398,liver,carcinoma,hepatocellular_carcinoma,RPMI001,SNP-matched-reference,2.737
1102,SNU407,large_intestine,carcinoma,NS,RPMI001,SNP-not-tested,1.727
1104,SNU423,liver,carcinoma,hepatocellular_carcinoma,RPMI001,SNP-matched-reference,3.172
1105,SNU449,liver,carcinoma,hepatocellular_carcinoma,RPMI001,SNP-matched-reference,3.258
1106,SNU46,upper_aerodigestive_tract,carcinoma,squamous_cell_carcinoma,RPMI001,SNP-matched-reference,4.226
1107,SNU466,central_nervous_system,glioma,astrocytoma_Grade_IV,RPMI001,SNP-matched-reference,4.539
1108,SNU475,liver,carcinoma,hepatocellular_carcinoma,RPMI001,SNP-matched-reference,5.492
1109,SNU478,biliary_tract,carcinoma,NS,RPMI001,SNP-matched-reference,2.827
1112,SNU503,large_intestine,carcinoma,NS,RPMI001,SNP-matched-reference,5.848
1114,SNU601,stomach,carcinoma,NS,RPMI001,SNP-matched-reference,0.866
1115,SNU61,large_intestine,carcinoma,NS,RPMI001,SNP-matched-reference,3.478
1118,SNU668,stomach,carcinoma,signet_ring_adenocarcinoma,RPMI001,SNP-matched-reference,2.96
1119,SNU685,endometrium,carcinoma,carcinosarcoma-malignant_mesodermal_mixed_tumour,RPMI001,SNP-matched-reference,3.22
1120,SNU719,stomach,carcinoma,NS,RPMI001,SNP-matched-reference,3.626
1122,SNU761,liver,carcinoma,hepatocellular_carcinoma,RPMI001,SNP-matched-reference,4.591
1124,SNU81,large_intestine,carcinoma,NS,RPMI001,SNP-matched-reference,2.66
1125,SNU840,ovary,carcinoma,Brenner_tumour,RPMI001,SNP-matched-reference,2.284
1126,SNU869,biliary_tract,carcinoma,NS,RPMI001,SNP-matched-reference,4.113
1128,SNU886,liver,carcinoma,hepatocellular_carcinoma,RPMI001,SNP-matched-reference,2.856
1129,SNU899,upper_aerodigestive_tract,carcinoma,squamous_cell_carcinoma,RPMI001,SNP-matched-reference,3.255
1131,SNUC2A,large_intestine,carcinoma,adenocarcinoma,RPMI001,SNP-matched-reference,1.728
1133,SNUC4,large_intestine,carcinoma,adenocarcinoma,RPMI001,SNP-matched-reference,2.208
1134,SNUC5,large_intestine,carcinoma,adenocarcinoma,RPMI001,SNP-not-tested,1.584
1135,SQ1,lung,carcinoma,squamous_cell_carcinoma,RPMI001,SNP-not-tested,1.92
1138,SU8686,pancreas,carcinoma,ductal_carcinoma,RPMI001,SNP-matched-reference,2.496
1151,SW1088,central_nervous_system,glioma,NS,RPMI001,SNP-unconfirmed,4.751
1152,SW1116,large_intestine,carcinoma,adenocarcinoma,RPMI001,SNP-matched-reference,4.123
1153,SW1271,lung,carcinoma,small_cell_carcinoma,RPMI001,SNP-matched-reference,3.226
1155,SW1417,large_intestine,carcinoma,adenocarcinoma,RPMI001,SNP-matched-reference,4.264
1156,SW1463,large_intestine,carcinoma,adenocarcinoma,RPMI001,SNP-matched-reference,3.089
1157,SW1573,lung,carcinoma,squamous_cell_carcinoma,L15001,SNP-matched-reference,4.146
1158,SW1710,urinary_tract,carcinoma,transitional_cell_carcinoma,EMEM005,SNP-matched-reference,3.309
1160,SW1990,pancreas,carcinoma,ductal_carcinoma,RPMI001,SNP-matched-reference,3.709
1161,SW403,large_intestine,carcinoma,adenocarcinoma,RPMI001,SNP-matched-reference,2.391
1162,SW48,large_intestine,carcinoma,adenocarcinoma,RPMI001,SNP-matched-reference,1.433
1163,SW480,large_intestine,carcinoma,adenocarcinoma,DMEM001,SNP-matched-reference,5.662
1165,SW579,thyroid,carcinoma,anaplastic_carcinoma,L15001,SNP-not-tested,2.954
1168,SW837,large_intestine,carcinoma,adenocarcinoma,L15001,SNP-not-tested,5.485
1170,SW948,large_intestine,carcinoma,adenocarcinoma,RPMI001,SNP-matched-reference,3.191
1172,T24,urinary_tract,carcinoma,transitional_cell_carcinoma,MCCOYS5A001,SNP-matched-reference,2.366
1173,T3M10,lung,carcinoma,large_cell_carcinoma,HAMSF12001,SNP-matched-reference,3.071
1175,T47D,breast,carcinoma,ductal_carcinoma,RPMI018,SNP-matched-reference,4.168
1176,T84,large_intestine,carcinoma,adenocarcinoma,DMEMF12003,SNP-matched-reference,1.673
1177,T98G,central_nervous_system,glioma,astrocytoma_Grade_IV,EMEM001,SNP-matched-reference,3.613
1182,TCCPAN2,pancreas,carcinoma,NS,RPMI001,SNP-matched-reference,2.917
1183,TCCSUP,urinary_tract,carcinoma,transitional_cell_carcinoma,EMEM001,SNP-matched-reference,3.539
1184,TE1,oesophagus,carcinoma,squamous_cell_carcinoma,RPMI001,SNP-matched-reference,2.483
1185,TE10,oesophagus,carcinoma,squamous_cell_carcinoma,RPMI001,SNP-matched-reference,3.368
1186,TE11,oesophagus,carcinoma,squamous_cell_carcinoma,RPMI001,SNP-matched-reference,2.502
1187,TE125T,soft_tissue,rhabdomyosarcoma,NS,RPMI001,SNP-matched-reference,2.028
1188,TE14,oesophagus,carcinoma,squamous_cell_carcinoma,RPMI001,SNP-matched-reference,3.663
1189,TE15,oesophagus,carcinoma,squamous_cell_carcinoma,RPMI001,SNP-matched-reference,2.756
1191,TE4,oesophagus,carcinoma,squamous_cell_carcinoma,RPMI001,SNP-matched-reference,2.663
1194,TE6,oesophagus,carcinoma,squamous_cell_carcinoma,RPMI001,SNP-matched-reference,3.319
1195,TE617T,soft_tissue,rhabdomyosarcoma,NS,DMEM001,SNP-matched-reference,1.398
1196,TE8,oesophagus,carcinoma,squamous_cell_carcinoma,RPMI001,SNP-matched-reference,2.882
1197,TE9,oesophagus,carcinoma,squamous_cell_carcinoma,RPMI001,SNP-matched-reference,2.231
1204,TM31,central_nervous_system,glioma,astrocytoma,MEM001,SNP-matched-reference,2.894
1208,TOV112D,ovary,carcinoma,endometrioid_carcinoma,MCDB002,SNP-matched-reference,3.698
1209,TOV21G,ovary,carcinoma,clear_cell_carcinoma,MCDB001,SNP-matched-reference,0.949
1210,TT2609C02,thyroid,carcinoma,follicular_carcinoma,RPMI003,SNP-matched-reference,2.676
1213,TUHR10TKB,kidney,carcinoma,NS,RPMI001,SNP-not-tested,3.665
1217,TYKNU,ovary,carcinoma,undifferentiated_carcinoma,EMEM001,SNP-matched-reference,3.691
1218,U118MG,central_nervous_system,glioma,astrocytoma,DMEM001,SNP-matched-reference,3.119
1223,U251MG,central_nervous_system,glioma,astrocytoma,MEM001,SNP-matched-reference,3.594
1226,U2OS,bone,osteosarcoma,NS,DMEM001,SNP-matched-reference,2.755
1230,U87MG,central_nervous_system,glioma,astrocytoma,EMEM001,SNP-matched-reference,3.105
1236,UBLC1,urinary_tract,carcinoma,transitional_cell_carcinoma,DMEM005,SNP-not-tested,2.914
1243,UMUC1,urinary_tract,carcinoma,transitional_cell_carcinoma,MEM003,SNP-matched-reference,3.346
1244,UMUC3,urinary_tract,carcinoma,transitional_cell_carcinoma,EMEM001,SNP-matched-reference,3.231
1245,UO31,kidney,carcinoma,renal_cell_carcinoma,RPMI005,SNP-matched-reference,1.451
1249,VCAP,prostate,carcinoma,adenocarcinoma,DMEM001,SNP-matched-reference,4.785
1250,VMCUB1,urinary_tract,carcinoma,transitional_cell_carcinoma,RPMI001,SNP-unconfirmed,4.412
1251,VMRCLCD,lung,carcinoma,adenocarcinoma,MEM001,SNP-matched-reference,2.315
1253,VMRCRCW,kidney,carcinoma,NS,RPMI001,SNP-matched-reference,1.646
1254,VMRCRCZ,kidney,carcinoma,renal_cell_carcinoma,EMEM001,SNP-matched-reference,2.877
1255,WM115,skin,malignant_melanoma,NS,EMEM001,SNP-matched-reference,3.907
1256,WM1799,skin,malignant_melanoma,NS,RPMI001,SNP-unconfirmed,3.231
1260,WM2664,skin,malignant_melanoma,NS,EMEM001,SNP-matched-reference,4.36
1270,WM793,skin,malignant_melanoma,NS,RPMI001,SNP-matched-reference,2.123
1271,WM88,skin,malignant_melanoma,NS,RPMI001,SNP-matched-reference,2.469
1273,WM983B,skin,malignant_melanoma,NS,RPMI001,SNP-matched-reference,3.071
1278,YD10B,upper_aerodigestive_tract,carcinoma,squamous_cell_carcinoma,RPMI001,SNP-matched-reference,5.351
1279,YD15,salivary_gland,carcinoma,mucoepidermoid_carcinoma,RPMI001,SNP-matched-reference,3.929
1280,YD38,upper_aerodigestive_tract,carcinoma,squamous_cell_carcinoma,RPMI001,SNP-matched-reference,3.912
1281,YD8,upper_aerodigestive_tract,carcinoma,squamous_cell_carcinoma,RPMI001,SNP-matched-reference,4.913
1282,YH13,central_nervous_system,glioma,astrocytoma_Grade_IV,EMEM005,SNP-matched-reference,3.755
1283,YKG1,central_nervous_system,glioma,astrocytoma_Grade_IV,DMEM001,SNP-matched-reference,1.712
1285,ZR751,breast,carcinoma,ductal_carcinoma,RPMI001,SNP-matched-reference,4.61
1286,ZR7530,breast,carcinoma,ductal_carcinoma,RPMI001,SNP-matched-reference,5.46
